"연번","업체아이디","킬로미터당원가","관할행정아이디","입력일자","최종처리자아이디","수정일자","영역분류","일일대당원가","평가연도","평가차수"
"3029","1043","510","30","2012-09-12","1","2012-09-12","2","202588","2012","23"
"3030","1017","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3031","1003","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3032","1005","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3033","1039","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3034","1019","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3035","1034","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3036","1020","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3037","1044","1","","2012-01-20","1","2012-01-20","1","1","2012","18"
"3038","1009","1","5","2012-01-20","1","2012-01-20","1","1","2012","18"
"3039","1004","1","5","2012-01-20","1","2012-01-20","1","1","2012","18"
"3040","1038","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3041","1024","1","6","2012-01-20","1","2012-01-20","1","1","2012","18"
"3042","1029","1","4","2012-01-20","1","2012-01-20","1","1","2012","18"
"3043","1011","1","4","2012-01-20","1","2012-01-20","1","1","2012","18"
"3044","1022","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3045","1042","1","8","2012-01-20","1","2012-01-20","1","1","2012","18"
"3046","1006","1","8","2012-01-20","1","2012-01-20","1","1","2012","18"
"3047","1036","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3048","1035","1","2","2012-01-20","1","2012-01-20","1","1","2012","18"
"3049","1037","1","2","2012-01-20","1","2012-01-20","1","1","2012","18"
"3050","1033","1","1","2012-01-20","1","2012-01-20","1","1","2012","18"
"3051","1025","1","2","2012-01-20","1","2012-01-20","1","1","2012","18"
"3052","1044","1","2","2012-01-20","1","2012-01-20","1","1","2012","18"
"3053","1044","0","","2012-07-09","1","2012-07-11","1","0","2012","21"
"3054","1030","564","7","2012-07-09","1","2012-07-11","1","268747","2012","21"
"3055","1044","0","7","2012-07-09","1","2012-07-11","1","0","2012","21"
"3056","1032","564","7","2012-07-09","1","2012-07-11","1","268747","2012","21"
"3057","1031","297","19","2012-07-09","1","2012-07-11","4","182941","2012","21"
"3058","1044","0","30","2012-07-09","1","2012-07-11","2","0","2012","21"
"3059","1013","625","30","2012-07-09","1","2012-07-11","2","226349","2012","21"
"3060","1006","538","30","2012-07-09","1","2012-07-11","2","309131","2012","21"
"3061","1006","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3062","1015","617","30","2012-07-09","1","2012-07-11","2","246106","2012","21"
"3063","1043","510","30","2012-07-09","1","2012-07-11","2","202588","2012","21"
"3064","1008","546","30","2012-07-09","1","2012-07-11","2","246579","2012","21"
"3065","1016","511","30","2012-07-09","1","2012-07-11","2","238236","2012","21"
"3066","1010","576","30","2012-07-09","1","2012-07-11","2","247445","2012","21"
"3067","1034","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3068","1011","418","30","2012-07-09","1","2012-07-11","2","220208","2012","21"
"3069","1011","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3070","1012","623","30","2012-07-09","1","2012-07-11","2","220150","2012","21"
"3071","1012","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3072","1018","618","30","2012-07-09","1","2012-07-11","2","246439","2012","21"
"3073","1025","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3074","1013","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3075","1014","568","30","2012-07-09","1","2012-07-11","2","284269","2012","21"
"3076","1014","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3077","1041","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3078","1034","654","30","2012-07-09","1","2012-07-11","2","218242","2012","21"
"3079","1040","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3080","1042","489","30","2012-07-09","1","2012-07-11","2","342801","2012","21"
"3081","1035","550","30","2012-07-09","1","2012-07-11","2","238507","2012","21"
"3082","1040","588","30","2012-07-09","1","2012-07-11","2","296170","2012","21"
"3083","1023","449","30","2012-07-09","1","2012-07-11","2","213119","2012","21"
"3084","1019","675","30","2012-07-09","1","2012-07-11","2","267093","2012","21"
"3085","1038","0","30","2012-07-09","1","2012-07-11","3","0","2012","21"
"3086","1000","497","30","2012-07-09","1","2012-07-11","2","302222","2012","21"
"3087","1027","544","30","2012-07-09","1","2012-07-11","2","226144","2012","21"
"3088","1025","602","30","2012-07-09","1","2012-07-11","2","229585","2012","21"
"3089","1001","326","14","2012-07-09","1","2012-07-11","4","198096","2012","21"
"3090","1002","554","5","2012-07-09","1","2012-07-11","1","341125","2012","21"
"3091","1009","554","5","2012-07-09","1","2012-07-11","1","341125","2012","21"
"3092","1004","554","5","2012-07-09","1","2012-07-11","1","341125","2012","21"
"3093","1016","491","15","2012-07-09","1","2012-07-11","4","177104","2012","21"
"3094","1015","617","30","2012-07-11","1","2012-07-11","2","246106","2012","22"
"3095","1016","511","30","2012-07-11","1","2012-07-11","2","238236","2012","22"
"3096","1018","618","30","2012-07-11","1","2012-07-11","2","246439","2012","22"
"3097","1019","675","30","2012-07-11","1","2012-07-11","2","267093","2012","22"
"3098","1023","449","30","2012-07-11","1","2012-07-11","2","213119","2012","22"
"3099","1025","602","30","2012-07-11","1","2012-07-11","2","229585","2012","22"
"3100","1027","544","30","2012-07-11","1","2012-07-11","2","226144","2012","22"
"3101","1034","654","30","2012-07-11","1","2012-07-11","2","218242","2012","22"
"3102","1035","550","30","2012-07-11","1","2012-07-11","2","238507","2012","22"
"3103","1040","588","30","2012-07-11","1","2012-07-11","2","296170","2012","22"
"3104","1042","489","30","2012-07-11","1","2012-07-11","2","342801","2012","22"
"3105","1008","546","30","2012-07-11","1","2012-07-11","2","246579","2012","22"
"3106","1043","510","30","2012-07-11","1","2012-07-11","2","202588","2012","22"
"3107","1030","564","7","2012-09-12","1","2012-09-12","1","268747","2012","23"
"3108","1032","564","7","2012-09-12","1","2012-09-12","1","268747","2012","23"
"3109","1031","297","19","2012-09-12","1","2012-09-12","4","182941","2012","23"
"3110","1000","497","30","2012-09-12","1","2012-09-12","2","302222","2012","23"
"3111","1006","538","30","2012-09-12","1","2012-09-12","2","309313","2012","23"
"3112","1010","576","30","2012-09-12","1","2012-09-12","2","247445","2012","23"
"3113","1011","418","30","2012-09-12","1","2012-09-12","2","220208","2012","23"
"3114","1012","623","30","2012-09-12","1","2012-09-12","2","220150","2012","23"
"3115","1001","326","14","2012-09-12","1","2012-09-12","4","198096","2012","23"
"3116","1016","491","15","2012-09-12","1","2012-09-12","4","177104","2012","23"
"3117","1026","305","17","2012-09-12","1","2012-09-12","4","96586","2012","23"
"3118","1013","396","11","2012-09-12","1","2012-09-12","4","189928","2012","23"
"3119","1031","297","11","2012-09-12","1","2012-09-12","4","182941","2012","23"
"3120","1007","341","13","2012-09-12","1","2012-09-12","4","113717","2012","23"
"3121","1021","628","12","2012-09-12","1","2012-09-12","4","264139","2012","23"
"3122","1031","297","18","2012-09-12","1","2012-09-12","4","182941","2012","23"
"3123","1008","324","18","2012-09-12","1","2012-09-12","4","170347","2012","23"
"3124","1031","297","20","2012-09-12","1","2012-09-12","4","182941","2012","23"
"3125","1004","554","5","2012-09-12","1","2012-09-12","1","341125","2012","23"
"3126","1009","554","5","2012-09-12","1","2012-09-12","1","341125","2012","23"
"3127","1002","554","5","2012-09-12","1","2012-09-12","1","341125","2012","23"
"3128","1024","554","6","2012-09-12","1","2012-09-12","1","225437","2012","23"
"3129","1011","503","4","2012-09-12","1","2012-09-12","1","261610","2012","23"
"3130","1029","503","4","2012-09-12","1","2012-09-12","1","261610","2012","23"
"3131","1006","523","8","2012-09-12","1","2012-09-12","1","249728","2012","23"
"3132","1042","523","8","2012-09-12","1","2012-09-12","1","249728","2012","23"
"3133","1018","563","2","2012-09-12","1","2012-09-12","1","334145","2012","23"
"3134","1025","563","2","2012-09-12","1","2012-09-12","1","334145","2012","23"
"3135","1046","563","2","2012-09-12","1","2012-09-12","1","334145","2012","23"
"3136","1028","563","2","2012-09-12","1","2012-09-12","1","334145","2012","23"
"3137","1035","563","2","2012-09-12","1","2012-09-12","1","334145","2012","23"
"3138","1008","1","18","2012-01-20","1","2012-01-20","4","1","2012","18"
"3139","1031","1","20","2012-01-20","1","2012-01-20","4","1","2012","18"
"3140","1026","1","17","2012-01-20","1","2012-01-20","4","1","2012","18"
"3141","1031","1","18","2012-01-20","1","2012-01-20","4","1","2012","18"
"3142","1031","1","19","2012-01-20","1","2012-01-20","4","0","2012","18"
"3143","1016","1","15","2012-01-20","1","2012-01-20","4","1","2012","18"
"3144","1013","1","11","2012-01-20","1","2012-01-20","4","1","2012","18"
"3145","1001","1","14","2012-01-20","1","2012-01-20","4","1","2012","18"
"3146","1021","1","12","2012-01-20","1","2012-01-20","4","1","2012","18"
"3147","1007","1","13","2012-01-20","1","2012-01-20","4","1","2012","18"
"3148","1031","1","11","2012-01-20","1","2012-01-20","4","1","2012","18"
"3149","1044","1","7","2012-01-20","1","2012-01-20","1","1","2012","18"
"3150","1030","1","7","2012-01-20","1","2012-01-20","1","1","2012","18"
"3151","1032","1","7","2012-01-20","1","2012-01-20","1","1","2012","18"
"3152","1002","1","5","2012-01-20","1","2012-01-20","1","1","2012","18"
"3153","1028","1","2","2012-01-20","1","2012-01-20","1","1","2012","18"
"3154","1018","1","2","2012-01-20","1","2012-01-20","1","1","2012","18"
"3155","1034","1","3","2012-01-20","1","2012-01-20","1","1","2012","18"
"3156","1025","1","3","2012-01-20","1","2012-01-20","1","1","2012","18"
"3157","1041","1","3","2012-01-20","1","2012-01-20","1","1","2012","18"
"3158","1013","543","30","2012-07-10","1","2012-07-10","2","218277","2012","19"
"3159","1014","514","30","2012-07-10","1","2012-07-10","2","266108","2012","19"
"3160","1015","571","30","2012-07-10","1","2012-07-10","2","230666","2012","19"
"3161","1016","467","30","2012-07-10","1","2012-07-10","2","228662","2012","19"
"3162","1018","514","30","2012-07-10","1","2012-07-10","2","251831","2012","19"
"3163","1019","594","30","2012-07-10","1","2012-07-10","2","260554","2012","19"
"3164","1023","390","30","2012-07-10","1","2012-07-10","2","233612","2012","19"
"3165","1025","539","30","2012-07-10","1","2012-07-10","2","242604","2012","19"
"3166","1027","453","30","2012-07-10","1","2012-07-10","2","217305","2012","19"
"3167","1044","0","30","2012-07-10","1","2012-07-10","2","0","2012","19"
"3168","1034","545","30","2012-07-10","1","2012-07-10","2","230649","2012","19"
"3169","1035","496","30","2012-07-10","1","2012-07-10","2","244065","2012","19"
"3170","1040","548","30","2012-07-10","1","2012-07-10","2","283075","2012","19"
"3171","1042","451","30","2012-07-10","1","2012-07-10","2","326469","2012","19"
"3172","1008","529","30","2012-07-10","1","2012-07-10","2","217133","2012","19"
"3173","1043","485","30","2012-07-10","1","2012-07-10","2","197453","2012","19"
"3174","1031","297","19","2012-07-11","1","2012-07-11","4","182941","2012","22"
"3175","1001","326","14","2012-07-11","1","2012-07-11","4","198096","2012","22"
"3176","1016","491","15","2012-07-11","1","2012-07-11","4","177104","2012","22"
"3177","1026","305","17","2012-07-11","1","2012-07-11","4","96586","2012","22"
"3178","1013","341","11","2012-07-11","1","2012-07-11","4","188249","2012","22"
"3179","1031","297","11","2012-07-11","1","2012-07-11","4","182941","2012","22"
"3180","1007","341","13","2012-07-11","1","2012-07-11","4","113717","2012","22"
"3181","1021","628","12","2012-07-11","1","2012-07-11","4","259317","2012","22"
"3182","1031","297","18","2012-07-11","1","2012-07-11","4","182941","2012","22"
"3183","1008","324","18","2012-07-11","1","2012-07-11","4","170347","2012","22"
"3184","1031","297","20","2012-07-11","1","2012-07-11","4","182941","2012","22"
"3185","1030","564","7","2012-07-11","1","2012-07-11","1","268747","2012","22"
"3186","1032","564","7","2012-07-11","1","2012-07-11","1","268747","2012","22"
"3187","1004","554","5","2012-07-11","1","2012-07-11","1","341125","2012","22"
"3188","1009","554","5","2012-07-11","1","2012-07-11","1","341125","2012","22"
"3189","1002","554","5","2012-07-11","1","2012-07-11","1","341125","2012","22"
"3190","1024","554","6","2012-07-11","1","2012-07-11","1","225437","2012","22"
"3191","1011","503","4","2012-07-11","1","2012-07-11","1","261610","2012","22"
"3192","1029","503","4","2012-07-11","1","2012-07-11","1","261610","2012","22"
"3193","1006","523","8","2012-07-11","1","2012-07-11","1","249728","2012","22"
"3194","1042","523","8","2012-07-11","1","2012-07-11","1","249728","2012","22"
"3195","1018","563","2","2012-07-11","1","2012-07-11","1","334145","2012","22"
"3196","1025","563","2","2012-07-11","1","2012-07-11","1","334145","2012","22"
"3197","1046","563","2","2012-07-11","1","2012-07-11","1","334145","2012","22"
"3198","1028","563","2","2012-07-11","1","2012-07-11","1","334145","2012","22"
"3199","1035","563","2","2012-07-11","1","2012-07-11","1","334145","2012","22"
"3200","1037","563","2","2012-07-11","1","2012-07-11","1","334145","2012","22"
"3201","1003","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3202","1005","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3203","1017","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3204","1019","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3205","1020","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3206","1022","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3207","1033","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3208","1034","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3209","1036","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3210","1038","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3211","1039","602","1","2012-07-11","1","2012-07-11","1","411032","2012","22"
"3212","1025","695","3","2012-07-11","1","2012-07-11","1","304586","2012","22"
"3213","1034","695","3","2012-07-11","1","2012-07-11","1","304586","2012","22"
"3214","1041","695","3","2012-07-11","1","2012-07-11","1","304586","2012","22"
"3215","1000","497","30","2012-07-11","1","2012-07-11","2","302222","2012","22"
"3216","1006","538","30","2012-07-11","1","2012-07-11","2","309131","2012","22"
"3217","1010","576","30","2012-07-11","1","2012-07-11","2","247445","2012","22"
"3218","1011","418","30","2012-07-11","1","2012-07-11","2","220208","2012","22"
"3219","1012","623","30","2012-07-11","1","2012-07-11","2","220150","2012","22"
"3220","1013","625","30","2012-07-11","1","2012-07-11","2","226349","2012","22"
"3221","1014","568","30","2012-07-11","1","2012-07-11","2","284269","2012","22"
"3222","1034","1","1","2012-07-09","1","2012-07-09","1","2","2012","20"
"3223","1003","1","1","2012-07-09","1","2012-07-09","1","2","2012","20"
"3224","1020","1","1","2012-07-09","1","2012-07-09","1","2","2012","20"
"3225","1019","1","1","2012-07-09","1","2012-07-09","1","2","2012","20"
"3226","1005","1","1","2012-07-09","1","2012-07-09","1","2","2012","20"
"3227","1041","1","3","2012-07-09","1","2012-07-09","1","2","2012","20"
"3228","1025","1","3","2012-07-09","1","2012-07-09","1","2","2012","20"
"3229","1034","1","3","2012-07-09","1","2012-07-09","1","2","2012","20"
"3230","1021","1","12","2012-07-09","1","2012-07-09","4","2","2012","20"
"3231","1031","1","18","2012-07-09","1","2012-07-09","4","2","2012","20"
"3232","1008","1","18","2012-07-09","1","2012-07-09","4","2","2012","20"
"3233","1031","1","20","2012-07-09","1","2012-07-09","4","2","2012","20"
"3234","1034","695","3","2012-07-09","1","2012-07-11","1","304586","2012","21"
"3235","1021","628","12","2012-07-09","1","2012-07-11","4","259317","2012","21"
"3236","1031","297","18","2012-07-09","1","2012-07-11","4","182941","2012","21"
